f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i89,RSIC 89,89,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i90,RSIC 90,90,ᛒ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i91,RSIC 91,91,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i92,RSIC 92,92,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i93,RSIC 93,93,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i94,RSIC 94,94,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i95,RSIC 95,95,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i96,RSIC 96,96,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i97,RSIC 97,97,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i98,RSIC 98,98,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i99,RSIC 99,99,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i100,RSIC 100,100,ᛟ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i101,RSIC 101,101,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i102,RSIC 102,102,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i103,RSIC 103,103,ᛞ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i104,RSIC 104,104,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i105,RSIC 105,105,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i106,RSIC 106,106,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i107,RSIC 107,107,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i108,RSIC 108,108,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i109,RSIC 109,109,ᛟ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i110,RSIC 110,110,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i111,RSIC 111,111,ᛞ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i112,RSIC 112,112,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i113,RSIC 113,113,ᛟ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i114,RSIC 114,114,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i115,RSIC 115,115,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i116,RSIC 116,116,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i117,RSIC 117,117,ᚾ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i118,RSIC 118,118,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i119,RSIC 119,119,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i120,RSIC 120,120,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i121,RSIC 121,121,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i122,RSIC 122,122,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i123,RSIC 123,123,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i124,RSIC 124,124,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i125,RSIC 125,125,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i126,RSIC 126,126,ᛟ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i127,RSIC 127,127,ᚲ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i128,RSIC 128,128,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i129,RSIC 129,129,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i130,RSIC 130,130,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i131,RSIC 131,131,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i132,RSIC 132,132,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i133,RSIC 133,133,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i134,RSIC 134,134,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i135,RSIC 135,135,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i136,RSIC 136,136,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i137,RSIC 137,137,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i138,RSIC 138,138,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i139,RSIC 139,139,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i140,RSIC 140,140,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i141,RSIC 141,141,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i142,RSIC 142,142,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i143,RSIC 143,143,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i144,RSIC 144,144,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i145,RSIC 145,145,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i146,RSIC 146,146,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i147,RSIC 147,147,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i148,RSIC 148,148,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i149,RSIC 149,149,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i150,RSIC 150,150,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i151,RSIC 151,151,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i152,RSIC 152,152,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i153,RSIC 153,153,ᛞ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i154,RSIC 154,154,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i155,RSIC 155,155,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i156,RSIC 156,156,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i157,RSIC 157,157,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i158,RSIC 158,158,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i159,RSIC 159,159,ᛟ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i160,RSIC 160,160,ᛟ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i161,RSIC 161,161,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i162,RSIC 162,162,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i163,RSIC 163,163,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i164,RSIC 164,164,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i165,RSIC 165,165,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i166,RSIC 166,166,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i167,RSIC 167,167,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i168,RSIC 168,168,ᛖ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i169,RSIC 169,169,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i170,RSIC 170,170,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i171,RSIC 171,171,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i172,RSIC 172,172,ᛞ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i173,RSIC 173,173,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i174,RSIC 174,174,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i175,RSIC 175,175,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i176,RSIC 176,176,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i177,RSIC 177,177,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i178,RSIC 178,178,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i179,RSIC 179,179,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i180,RSIC 180,180,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i181,RSIC 181,181,ᛞ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i182,RSIC 182,182,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i183,RSIC 183,183,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i184,RSIC 184,184,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i185,RSIC 185,185,ᛈ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i186,RSIC 186,186,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i187,RSIC 187,187,ᛟ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i188,RSIC 188,188,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i189,RSIC 189,189,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i190,RSIC 190,190,ᛟ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i191,RSIC 191,191,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i192,RSIC 192,192,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i193,RSIC 193,193,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i194,RSIC 194,194,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i195,RSIC 195,195,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i196,RSIC 196,196,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i197,RSIC 197,197,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i198,RSIC 198,198,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i199,RSIC 199,199,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i200,RSIC 200,200,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i201,RSIC 201,201,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i202,RSIC 202,202,ᛟ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i203,RSIC 203,203,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i204,RSIC 204,204,ᛟ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i205,RSIC 205,205,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i206,RSIC 206,206,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i207,RSIC 207,207,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i208,RSIC 208,208,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i209,RSIC 209,209,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i210,RSIC 210,210,ᚾ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i211,RSIC 211,211,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i212,RSIC 212,212,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i213,RSIC 213,213,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i214,RSIC 214,214,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i215,RSIC 215,215,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i216,RSIC 216,216,ᛞ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i217,RSIC 217,217,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i218,RSIC 218,218,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i219,RSIC 219,219,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i220,RSIC 220,220,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i221,RSIC 221,221,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i222,RSIC 222,222,ᛟ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i223,RSIC 223,223,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i224,RSIC 224,224,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i225,RSIC 225,225,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i226,RSIC 226,226,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i227,RSIC 227,227,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i228,RSIC 228,228,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i229,RSIC 229,229,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i230,RSIC 230,230,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i231,RSIC 231,231,ᛏ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i232,RSIC 232,232,ᛟ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i233,RSIC 233,233,ᛞ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i234,RSIC 234,234,ᛟ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i235,RSIC 235,235,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i236,RSIC 236,236,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i237,RSIC 237,237,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i238,RSIC 238,238,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i239,RSIC 239,239,ᛊ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i240,RSIC 240,240,ᛟ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i241,RSIC 241,241,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i242,RSIC 242,242,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i243,RSIC 243,243,ᛃ
f7e51efdc501516efaaf27634ae71382d621a607123c2ab32174f3dd5001ea93i244,RSIC 244,244,ᛃ
